governorate,city,category,item,avg_price_egp,min_price_egp,max_price_egp
Cairo,Obour,Clothing And Shoes,Nike Running Shoes (Mid-Range),3500.0,,
Giza,Giza,Restaurants,Meal at an Inexpensive Restaurant,200.0,100.0,300.0
Giza,Giza,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700.0,500.0,3955.85
Giza,Giza,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245.0,200.0,300.0
Giza,Giza,Restaurants,Domestic Draft Beer (0.5 Liter),77.5,50.0,150.0
Giza,Giza,Restaurants,Imported Beer (0.33 Liter Bottle),150.0,95.0,210.0
Giza,Giza,Restaurants,Cappuccino (Regular Size),68.0,30.0,150.0
Giza,Giza,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",19.56,15.0,30.0
Giza,Giza,Restaurants,Bottled Water (0.33 Liter),7.09,5.0,10.0
Giza,Giza,Markets,"Milk (Regular, 1 Liter)",46.33,30.0,67.0
Giza,Giza,Markets,Fresh White Bread (500 g Loaf),25.0,10.0,55.0
Giza,Giza,Markets,White Rice (1 kg),35.12,23.0,50.0
Giza,Giza,Markets,"Eggs (12, Large Size)",73.78,60.0,84.0
Giza,Giza,Markets,Local Cheese (1 kg),135.0,50.0,200.0
Giza,Giza,Markets,Chicken Fillets (1 kg),207.12,170.0,249.0
Giza,Giza,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),410.83,350.0,495.0
Giza,Giza,Markets,Apples (1 kg),80.0,30.0,100.0
Giza,Giza,Markets,Bananas (1 kg),31.25,25.0,50.0
Giza,Giza,Markets,Oranges (1 kg),21.67,10.0,30.0
Giza,Giza,Markets,Tomatoes (1 kg),17.67,5.0,40.0
Giza,Giza,Markets,Potatoes (1 kg),24.0,10.0,35.0
Giza,Giza,Markets,Onions (1 kg),25.0,15.0,30.0
Giza,Giza,Markets,Lettuce (1 Head),12.4,5.0,24.0
Giza,Giza,Markets,Bottled Water (1.5 Liter),10.0,7.0,15.0
Giza,Giza,Markets,Bottle of Wine (Mid-Range),225.0,200.0,250.0
Giza,Giza,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55.0,90.0
Giza,Giza,Markets,Imported Beer (0.33 Liter Bottle),85.0,,
Giza,Giza,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,80.0,150.0
Giza,Giza,Transportation,One-Way Ticket (Local Transport),15.0,10.0,20.0
Giza,Giza,Transportation,Monthly Public Transport Pass (Regular Price),101.0,,
Giza,Giza,Transportation,Taxi Start (Standard Tariff),15.0,15.0,50.0
Giza,Giza,Transportation,Taxi 1 km (Standard Tariff),16.0,6.0,20.0
Giza,Giza,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100.0,,
Giza,Giza,Transportation,Gasoline (1 Liter),18.54,13.0,24.0
Giza,Giza,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1690000.0,1690000.0
Giza,Giza,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000.0,1700000.0
Giza,Giza,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",936.55,578.0,1342.11
Giza,Giza,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",403.33,300.0,500.0
Giza,Giza,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",1000.0,700.0,2000.0
Giza,Giza,Sports And Leisure,Monthly Fitness Club Membership,891.67,500.0,1250.0
Giza,Giza,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",366.67,300.0,400.0
Giza,Giza,Sports And Leisure,Cinema Ticket (International Release),250.0,150.0,350.0
Giza,Giza,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000.0,6000.0
Giza,Giza,Childcare,"International Primary School, Annual Tuition per Child",123750.0,95000.0,150000.0
Giza,Giza,Clothing And Shoes,Jeans (Levi's 501 or Similar),866.67,300.0,1000.0
Giza,Giza,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),3125.0,1500.0,5000.0
Giza,Giza,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250.0,2500.0,15000.0
Giza,Giza,Clothing And Shoes,Men's Leather Business Shoes,2575.0,1000.0,5000.0
Giza,Giza,Rent Per Month,1 Bedroom Apartment in City Centre,7375.0,5000.0,15000.0
Giza,Giza,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4700.0,3800.0,8000.0
Giza,Giza,Rent Per Month,3 Bedroom Apartment in City Centre,18700.0,9500.0,35000.0
Giza,Giza,Rent Per Month,3 Bedroom Apartment Outside of City Centre,8000.0,6000.0,10000.0
Giza,Giza,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,41250.0,30000.0,60000.0
Giza,Giza,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,62500.0,15000.0,200000.0
Giza,Giza,Salaries And Financing,Average Monthly Net Salary (After Tax),6625.0,,
Giza,Giza,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.0,15.0,25.0
Red Sea,Hurghada,Restaurants,Meal at an Inexpensive Restaurant,205.0,125.0,311.01
Red Sea,Hurghada,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",2000.0,1000.0,4354.12
Red Sea,Hurghada,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300.0,300.0,435.41
Red Sea,Hurghada,Restaurants,Domestic Draft Beer (0.5 Liter),112.2,60.0,186.61
Red Sea,Hurghada,Restaurants,Imported Beer (0.33 Liter Bottle),165.8,90.0,186.61
Red Sea,Hurghada,Restaurants,Cappuccino (Regular Size),98.94,15.0,200.0
Red Sea,Hurghada,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",26.53,15.0,62.2
Red Sea,Hurghada,Restaurants,Bottled Water (0.33 Liter),8.74,5.0,15.0
Red Sea,Hurghada,Markets,"Milk (Regular, 1 Liter)",50.19,46.0,52.74
Red Sea,Hurghada,Markets,Fresh White Bread (500 g Loaf),31.22,10.0,60.66
Red Sea,Hurghada,Markets,White Rice (1 kg),33.25,23.0,100.0
Red Sea,Hurghada,Markets,"Eggs (12, Large Size)",100.37,64.0,144.0
Red Sea,Hurghada,Markets,Local Cheese (1 kg),155.2,50.0,400.0
Red Sea,Hurghada,Markets,Chicken Fillets (1 kg),300.37,190.0,400.0
Red Sea,Hurghada,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),506.86,480.0,527.45
Red Sea,Hurghada,Markets,Apples (1 kg),76.33,52.74,86.0
Red Sea,Hurghada,Markets,Bananas (1 kg),26.46,20.0,30.0
Red Sea,Hurghada,Markets,Oranges (1 kg),22.33,15.82,25.0
Red Sea,Hurghada,Markets,Tomatoes (1 kg),21.25,13.0,42.2
Red Sea,Hurghada,Markets,Potatoes (1 kg),18.75,9.0,30.0
Red Sea,Hurghada,Markets,Onions (1 kg),20.2,9.0,42.2
Red Sea,Hurghada,Markets,Lettuce (1 Head),14.71,10.0,15.82
Red Sea,Hurghada,Markets,Bottled Water (1.5 Liter),9.25,6.0,10.55
Red Sea,Hurghada,Markets,Bottle of Wine (Mid-Range),388.72,250.0,527.45
Red Sea,Hurghada,Markets,Domestic Beer (0.5 Liter Bottle),64.73,40.0,94.19
Red Sea,Hurghada,Markets,Imported Beer (0.33 Liter Bottle),92.97,65.93,120.0
Red Sea,Hurghada,Markets,"Cigarettes (Pack of 20, Marlboro)",115.0,85.0,130.0
Red Sea,Hurghada,Transportation,One-Way Ticket (Local Transport),9.0,5.0,50.0
Red Sea,Hurghada,Transportation,Monthly Public Transport Pass (Regular Price),300.0,,
Red Sea,Hurghada,Transportation,Taxi Start (Standard Tariff),50.0,,
Red Sea,Hurghada,Transportation,Taxi 1 km (Standard Tariff),10.25,10.0,10.5
Red Sea,Hurghada,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100.0,,
Red Sea,Hurghada,Transportation,Gasoline (1 Liter),20.31,17.0,24.0
Red Sea,Hurghada,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1690000.0,1690000.0
Red Sea,Hurghada,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1150000.0,1150000.0,1150000.0
Red Sea,Hurghada,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1202.02,566.67,2445.44
Red Sea,Hurghada,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",414.36,100.0,527.45
Red Sea,Hurghada,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",492.23,310.0,1100.0
Red Sea,Hurghada,Sports And Leisure,Monthly Fitness Club Membership,1423.03,1000.0,1846.06
Red Sea,Hurghada,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",330.5,311.01,350.0
Red Sea,Hurghada,Sports And Leisure,Cinema Ticket (International Release),180.49,150.0,210.98
Red Sea,Hurghada,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5274.47,,
Red Sea,Hurghada,Childcare,"International Primary School, Annual Tuition per Child",31646.81,,
Red Sea,Hurghada,Clothing And Shoes,Jeans (Levi's 501 or Similar),1074.01,622.02,1700.0
Red Sea,Hurghada,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1750.0,1000.0,2500.0
Red Sea,Hurghada,Clothing And Shoes,Men's Leather Business Shoes,1500.0,,
Red Sea,Hurghada,Rent Per Month,1 Bedroom Apartment in City Centre,11477.93,6000.0,20000.0
Red Sea,Hurghada,Rent Per Month,1 Bedroom Apartment Outside of City Centre,6233.8,5000.0,10548.94
Red Sea,Hurghada,Rent Per Month,3 Bedroom Apartment in City Centre,12653.55,4500.0,18460.64
Red Sea,Hurghada,Rent Per Month,3 Bedroom Apartment Outside of City Centre,24411.7,10000.0,35000.0
Red Sea,Hurghada,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,28607.8,15823.41,35000.0
Red Sea,Hurghada,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,32124.12,26372.35,40000.0
Red Sea,Hurghada,Salaries And Financing,Average Monthly Net Salary (After Tax),8000.0,,
Cairo,Cairo,Restaurants,Meal at an Inexpensive Restaurant,200.0,120.0,500.0
Cairo,Cairo,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800.0,500.0,1500.0
Cairo,Cairo,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250.0,200.0,250.0
Cairo,Cairo,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60.0,110.0
Cairo,Cairo,Restaurants,Imported Beer (0.33 Liter Bottle),150.0,90.0,200.0
Cairo,Cairo,Restaurants,Cappuccino (Regular Size),64.12,30.0,120.0
Cairo,Cairo,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15.0,20.0
Cairo,Cairo,Restaurants,Bottled Water (0.33 Liter),6.53,5.0,10.0
Cairo,Cairo,Markets,"Milk (Regular, 1 Liter)",32.0,32.0,50.0
Cairo,Cairo,Markets,Fresh White Bread (500 g Loaf),10.0,10.0,120.0
Cairo,Cairo,Markets,White Rice (1 kg),33.52,26.0,40.0
Cairo,Cairo,Markets,"Eggs (12, Large Size)",61.17,36.0,72.0
Cairo,Cairo,Markets,Local Cheese (1 kg),75.0,75.0,400.0
Cairo,Cairo,Markets,Chicken Fillets (1 kg),160.0,160.0,250.0
Cairo,Cairo,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),350.0,350.0,500.0
Cairo,Cairo,Markets,Apples (1 kg),72.11,40.0,90.0
Cairo,Cairo,Markets,Bananas (1 kg),25.0,25.0,50.0
Cairo,Cairo,Markets,Oranges (1 kg),20.0,10.0,35.0
Cairo,Cairo,Markets,Tomatoes (1 kg),10.0,10.0,25.0
Cairo,Cairo,Markets,Potatoes (1 kg),17.08,7.0,30.0
Cairo,Cairo,Markets,Onions (1 kg),18.57,10.0,35.0
Cairo,Cairo,Markets,Lettuce (1 Head),5.0,5.0,30.0
Cairo,Cairo,Markets,Bottled Water (1.5 Liter),10.0,8.0,12.0
Cairo,Cairo,Markets,Bottle of Wine (Mid-Range),100.0,100.0,500.0
Cairo,Cairo,Markets,Domestic Beer (0.5 Liter Bottle),66.0,60.0,90.0
Cairo,Cairo,Markets,Imported Beer (0.33 Liter Bottle),100.0,45.0,160.0
Cairo,Cairo,Markets,"Cigarettes (Pack of 20, Marlboro)",90.0,80.0,150.0
Cairo,Cairo,Transportation,One-Way Ticket (Local Transport),12.0,,
Cairo,Cairo,Transportation,Monthly Public Transport Pass (Regular Price),750.0,,
Cairo,Cairo,Transportation,Taxi Start (Standard Tariff),12.0,12.0,50.0
Cairo,Cairo,Transportation,Taxi 1 km (Standard Tariff),22.5,10.0,30.0
Cairo,Cairo,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100.0,70.0,100.0
Cairo,Cairo,Transportation,Gasoline (1 Liter),12.0,12.0,24.0
Cairo,Cairo,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1690000.0,1800000.0
Cairo,Cairo,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250.0,1200000.0,1700000.0
Cairo,Cairo,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470.0,1000.0
Cairo,Cairo,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150.0,500.0
Cairo,Cairo,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250.0,1000.0
Cairo,Cairo,Sports And Leisure,Monthly Fitness Club Membership,1000.0,,
Cairo,Cairo,Sports And Leisure,Cinema Ticket (International Release),150.0,100.0,150.0
Cairo,Cairo,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1200.0,1200.0,5000.0
Cairo,Cairo,Childcare,"International Primary School, Annual Tuition per Child",50000.0,50000.0,308661.93
Cairo,Cairo,Clothing And Shoes,Jeans (Levi's 501 or Similar),800.0,600.0,3000.0
Cairo,Cairo,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1000.0,800.0,4000.0
Cairo,Cairo,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500.0,12000.0
Cairo,Cairo,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700.0,5000.0
Cairo,Cairo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,10000.0,,
Cairo,Cairo,Salaries And Financing,Average Monthly Net Salary (After Tax),5000.0,,
Cairo,Cairo,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14.0,24.0
Ismailia,Ismailia,Restaurants,Meal at an Inexpensive Restaurant,175.0,60.0,500.0
Ismailia,Ismailia,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",800.0,500.0,1500.0
Ismailia,Ismailia,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),200.0,200.0,250.0
Ismailia,Ismailia,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60.0,110.0
Ismailia,Ismailia,Restaurants,Imported Beer (0.33 Liter Bottle),100.0,90.0,200.0
Ismailia,Ismailia,Restaurants,Cappuccino (Regular Size),56.67,30.0,120.0
Ismailia,Ismailia,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15.0,20.0
Ismailia,Ismailia,Restaurants,Bottled Water (0.33 Liter),6.53,5.0,10.0
Ismailia,Ismailia,Markets,"Milk (Regular, 1 Liter)",43.93,35.0,50.0
Ismailia,Ismailia,Markets,Fresh White Bread (500 g Loaf),20.0,20.0,120.0
Ismailia,Ismailia,Markets,White Rice (1 kg),31.67,25.0,40.0
Ismailia,Ismailia,Markets,"Eggs (12, Large Size)",61.17,36.0,72.0
Ismailia,Ismailia,Markets,Local Cheese (1 kg),193.33,80.0,400.0
Ismailia,Ismailia,Markets,Chicken Fillets (1 kg),220.0,150.0,290.0
Ismailia,Ismailia,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),383.33,350.0,500.0
Ismailia,Ismailia,Markets,Apples (1 kg),72.11,40.0,110.0
Ismailia,Ismailia,Markets,Bananas (1 kg),28.33,20.0,50.0
Ismailia,Ismailia,Markets,Oranges (1 kg),21.67,10.0,35.0
Ismailia,Ismailia,Markets,Tomatoes (1 kg),17.04,10.0,25.0
Ismailia,Ismailia,Markets,Potatoes (1 kg),17.08,7.0,30.0
Ismailia,Ismailia,Markets,Onions (1 kg),18.57,10.0,30.0
Ismailia,Ismailia,Markets,Lettuce (1 Head),12.0,5.0,30.0
Ismailia,Ismailia,Markets,Bottled Water (1.5 Liter),10.0,8.0,12.0
Ismailia,Ismailia,Markets,Bottle of Wine (Mid-Range),300.0,150.0,500.0
Ismailia,Ismailia,Markets,Domestic Beer (0.5 Liter Bottle),55.0,50.0,90.0
Ismailia,Ismailia,Markets,Imported Beer (0.33 Liter Bottle),100.0,45.0,160.0
Ismailia,Ismailia,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,70.0,150.0
Ismailia,Ismailia,Transportation,One-Way Ticket (Local Transport),13.0,6.0,20.0
Ismailia,Ismailia,Transportation,Monthly Public Transport Pass (Regular Price),200.0,,
Ismailia,Ismailia,Transportation,Taxi Start (Standard Tariff),20.0,12.0,50.0
Ismailia,Ismailia,Transportation,Taxi 1 km (Standard Tariff),22.5,10.0,30.0
Ismailia,Ismailia,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100.0,70.0,500.0
Ismailia,Ismailia,Transportation,Gasoline (1 Liter),19.03,15.0,24.0
Ismailia,Ismailia,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1500000.0,1500000.0,1800000.0
Ismailia,Ismailia,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),800000.0,800000.0,1700000.0
Ismailia,Ismailia,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470.0,1758.62
Ismailia,Ismailia,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150.0,1200.0
Ismailia,Ismailia,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",400.0,200.0,1000.0
Ismailia,Ismailia,Sports And Leisure,Monthly Fitness Club Membership,533.33,400.0,700.0
Ismailia,Ismailia,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",1000.0,,
Ismailia,Ismailia,Sports And Leisure,Cinema Ticket (International Release),100.0,50.0,150.0
Ismailia,Ismailia,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",3500.0,2000.0,5000.0
Ismailia,Ismailia,Childcare,"International Primary School, Annual Tuition per Child",62500.0,25000.0,308661.93
Ismailia,Ismailia,Clothing And Shoes,Jeans (Levi's 501 or Similar),700.0,300.0,3000.0
Ismailia,Ismailia,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),500.0,500.0,4000.0
Ismailia,Ismailia,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500.0,12000.0
Ismailia,Ismailia,Clothing And Shoes,Men's Leather Business Shoes,1500.0,700.0,5000.0
Ismailia,Ismailia,Rent Per Month,1 Bedroom Apartment in City Centre,4166.67,3500.0,5000.0
Ismailia,Ismailia,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1666.67,1000.0,2000.0
Ismailia,Ismailia,Rent Per Month,3 Bedroom Apartment in City Centre,6500.0,5000.0,7500.0
Ismailia,Ismailia,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4000.0,3000.0,5000.0
Ismailia,Ismailia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,25000.0,,
Ismailia,Ismailia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,7000.0,4000.0,10000.0
Ismailia,Ismailia,Salaries And Financing,Average Monthly Net Salary (After Tax),5500.0,,
Ismailia,Ismailia,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.5,14.0,24.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,Meal at an Inexpensive Restaurant,160.0,100.0,300.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",450.0,450.0,3955.85
Kafr El Sheikh,Kafr El Sheikh,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),170.0,170.0,300.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,Domestic Draft Beer (0.5 Liter),77.5,50.0,150.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,Imported Beer (0.33 Liter Bottle),65.0,65.0,210.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,Cappuccino (Regular Size),50.0,30.0,150.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",17.0,15.0,30.0
Kafr El Sheikh,Kafr El Sheikh,Restaurants,Bottled Water (0.33 Liter),4.0,4.0,10.0
Kafr El Sheikh,Kafr El Sheikh,Markets,"Milk (Regular, 1 Liter)",35.0,30.0,67.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Fresh White Bread (500 g Loaf),25.0,10.0,55.0
Kafr El Sheikh,Kafr El Sheikh,Markets,White Rice (1 kg),35.12,23.0,50.0
Kafr El Sheikh,Kafr El Sheikh,Markets,"Eggs (12, Large Size)",72.0,60.0,84.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Local Cheese (1 kg),135.0,50.0,200.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Chicken Fillets (1 kg),200.0,170.0,249.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),410.83,350.0,495.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Apples (1 kg),60.0,30.0,100.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Bananas (1 kg),30.0,25.0,50.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Oranges (1 kg),21.67,10.0,30.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Tomatoes (1 kg),17.67,5.0,40.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Potatoes (1 kg),24.0,10.0,35.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Onions (1 kg),25.0,15.0,30.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Lettuce (1 Head),12.4,5.0,24.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Bottled Water (1.5 Liter),10.0,7.0,15.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Bottle of Wine (Mid-Range),225.0,200.0,280.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55.0,90.0
Kafr El Sheikh,Kafr El Sheikh,Markets,Imported Beer (0.33 Liter Bottle),85.0,85.0,85.0
Kafr El Sheikh,Kafr El Sheikh,Markets,"Cigarettes (Pack of 20, Marlboro)",100.0,80.0,150.0
Kafr El Sheikh,Kafr El Sheikh,Transportation,Taxi Start (Standard Tariff),15.0,15.0,50.0
Kafr El Sheikh,Kafr El Sheikh,Transportation,Taxi 1 km (Standard Tariff),15.0,6.0,20.0
Kafr El Sheikh,Kafr El Sheikh,Transportation,Taxi 1 Hour Waiting (Standard Tariff),250.0,250.0,250.0
Kafr El Sheikh,Kafr El Sheikh,Transportation,Gasoline (1 Liter),18.54,13.0,24.0
Kafr El Sheikh,Kafr El Sheikh,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000.0,1690000.0,1690000.0
Kafr El Sheikh,Kafr El Sheikh,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000.0,1700000.0
Kafr El Sheikh,Kafr El Sheikh,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",400.0,400.0,1342.11
Kafr El Sheikh,Kafr El Sheikh,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",403.33,300.0,500.0
Kafr El Sheikh,Kafr El Sheikh,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",625.0,250.0,2000.0
Kafr El Sheikh,Kafr El Sheikh,Sports And Leisure,Monthly Fitness Club Membership,350.0,,
Kafr El Sheikh,Kafr El Sheikh,Sports And Leisure,Cinema Ticket (International Release),250.0,150.0,350.0
Kafr El Sheikh,Kafr El Sheikh,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000.0,6000.0
Kafr El Sheikh,Kafr El Sheikh,Childcare,"International Primary School, Annual Tuition per Child",123750.0,95000.0,150000.0
Kafr El Sheikh,Kafr El Sheikh,Clothing And Shoes,Jeans (Levi's 501 or Similar),500.0,300.0,1000.0
Kafr El Sheikh,Kafr El Sheikh,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),3125.0,1500.0,5000.0
Kafr El Sheikh,Kafr El Sheikh,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250.0,2500.0,15000.0
Kafr El Sheikh,Kafr El Sheikh,Clothing And Shoes,Men's Leather Business Shoes,1000.0,1000.0,5000.0
Kafr El Sheikh,Kafr El Sheikh,Rent Per Month,1 Bedroom Apartment in City Centre,2500.0,,
Kafr El Sheikh,Kafr El Sheikh,Rent Per Month,3 Bedroom Apartment in City Centre,10000.0,,
Kafr El Sheikh,Kafr El Sheikh,Rent Per Month,3 Bedroom Apartment Outside of City Centre,8500.0,,
Kafr El Sheikh,Kafr El Sheikh,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20.0,15.0,25.0
Luxor,Luxor,Restaurants,Meal at an Inexpensive Restaurant,200.0,125.0,311.01
Luxor,Luxor,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",2000.0,1000.0,4354.12
Luxor,Luxor,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),195.0,180.0,435.41
Luxor,Luxor,Restaurants,Domestic Draft Beer (0.5 Liter),112.2,60.0,186.61
Luxor,Luxor,Restaurants,Imported Beer (0.33 Liter Bottle),165.8,90.0,360.0
Luxor,Luxor,Restaurants,Cappuccino (Regular Size),70.0,15.0,200.0
Luxor,Luxor,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.0,15.0,62.2
Luxor,Luxor,Restaurants,Bottled Water (0.33 Liter),8.74,5.0,15.0
Luxor,Luxor,Markets,"Milk (Regular, 1 Liter)",45.0,45.0,52.74
Luxor,Luxor,Markets,Fresh White Bread (500 g Loaf),31.22,10.0,60.66
Luxor,Luxor,Markets,White Rice (1 kg),33.25,23.0,100.0
Luxor,Luxor,Markets,"Eggs (12, Large Size)",100.37,64.0,144.0
Luxor,Luxor,Markets,Local Cheese (1 kg),155.2,50.0,400.0
Luxor,Luxor,Markets,Chicken Fillets (1 kg),300.37,190.0,400.0
Luxor,Luxor,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),506.86,480.0,527.45
Luxor,Luxor,Markets,Apples (1 kg),76.33,52.74,86.0
Luxor,Luxor,Markets,Bananas (1 kg),26.46,15.0,80.0
Luxor,Luxor,Markets,Oranges (1 kg),22.33,15.82,25.0
Luxor,Luxor,Markets,Tomatoes (1 kg),21.25,13.0,42.2
