Id_cost,governorate,city,category,item,avg_price_egp,min_price_egp,max_price_egp
649,Beheira,Damanhur,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",17.47,8,27.5
650,Damietta,Damietta,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
651,Damietta,Damietta,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",600,500,1500
652,Damietta,Damietta,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,200,300
653,Damietta,Damietta,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,60,150
654,Damietta,Damietta,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,350
655,Damietta,Damietta,Restaurants,Cappuccino (Regular Size),57.5,15,120
656,Damietta,Damietta,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
657,Damietta,Damietta,Restaurants,Bottled Water (0.33 Liter),6.53,5,12
658,Damietta,Damietta,Markets,"Milk (Regular, 1 Liter)",34.5,28,50
659,Damietta,Damietta,Markets,Fresh White Bread (500 g Loaf),16.67,10,120
660,Damietta,Damietta,Markets,White Rice (1 kg),33.52,26,40
661,Damietta,Damietta,Markets,"Eggs (12, Large Size)",61.17,36,72
662,Damietta,Damietta,Markets,Local Cheese (1 kg),96,65,400
663,Damietta,Damietta,Markets,Chicken Fillets (1 kg),146.25,80,250
664,Damietta,Damietta,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),430,380,500
665,Damietta,Damietta,Markets,Apples (1 kg),70.83,40,90
666,Damietta,Damietta,Markets,Bananas (1 kg),32,25,50
667,Damietta,Damietta,Markets,Oranges (1 kg),20,10,50
668,Damietta,Damietta,Markets,Tomatoes (1 kg),17.04,6,40
669,Damietta,Damietta,Markets,Potatoes (1 kg),17.08,7,30
670,Damietta,Damietta,Markets,Onions (1 kg),11.75,5,30
671,Damietta,Damietta,Markets,Lettuce (1 Head),13.75,5,30
672,Damietta,Damietta,Markets,Bottled Water (1.5 Liter),10.12,5,15
673,Damietta,Damietta,Markets,Bottle of Wine (Mid-Range),300,150,1000
674,Damietta,Damietta,Markets,Domestic Beer (0.5 Liter Bottle),66,50,120
675,Damietta,Damietta,Markets,Imported Beer (0.33 Liter Bottle),100,45,160
676,Damietta,Damietta,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
677,Damietta,Damietta,Transportation,One-Way Ticket (Local Transport),4.75,4.5,5
678,Damietta,Damietta,Transportation,Monthly Public Transport Pass (Regular Price),217.39,,
679,Damietta,Damietta,Transportation,Taxi Start (Standard Tariff),20,11.5,50
680,Damietta,Damietta,Transportation,Taxi 1 km (Standard Tariff),15,10,30
681,Damietta,Damietta,Transportation,Taxi 1 Hour Waiting (Standard Tariff),20,20,100
682,Damietta,Damietta,Transportation,Gasoline (1 Liter),18.31,13,24
683,Damietta,Damietta,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1272500,1250000,1800000
684,Damietta,Damietta,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1500000,1200000,2000000
685,Damietta,Damietta,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,2500
686,Damietta,Damietta,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335,150,500
687,Damietta,Damietta,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,200,2000
688,Damietta,Damietta,Sports And Leisure,Monthly Fitness Club Membership,966.67,300,2000
689,Damietta,Damietta,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",333.33,200,500
690,Damietta,Damietta,Sports And Leisure,Cinema Ticket (International Release),150,100,300
691,Damietta,Damietta,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1875,750,5000
692,Damietta,Damietta,Childcare,"International Primary School, Annual Tuition per Child",48333.33,20000,308661.93
693,Damietta,Damietta,Clothing And Shoes,Jeans (Levi's 501 or Similar),766.67,500,3000
694,Damietta,Damietta,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1350,700,4000
695,Damietta,Damietta,Clothing And Shoes,Nike Running Shoes (Mid-Range),4000,2000,12000
696,Damietta,Damietta,Clothing And Shoes,Men's Leather Business Shoes,1000,700,5000
697,Damietta,Damietta,Rent Per Month,1 Bedroom Apartment in City Centre,1750,1500,2000
698,Damietta,Damietta,Rent Per Month,1 Bedroom Apartment Outside of City Centre,1100,1000,1200
699,Damietta,Damietta,Rent Per Month,3 Bedroom Apartment in City Centre,6000,6000,6000
700,Damietta,Damietta,Rent Per Month,3 Bedroom Apartment Outside of City Centre,4250,3500,5000
701,Damietta,Damietta,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,50000,,
702,Damietta,Damietta,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,35000,,
703,Damietta,Damietta,Salaries And Financing,Average Monthly Net Salary (After Tax),6500,,
704,Damietta,Damietta,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",8,8,24
705,Dakahlia,Dikirnis,Markets,"Milk (Regular, 1 Liter)",30,,
706,Dakahlia,Dikirnis,Markets,Fresh White Bread (500 g Loaf),50,,
707,Dakahlia,Dikirnis,Markets,White Rice (1 kg),40,,
708,Dakahlia,Dikirnis,Markets,"Eggs (12, Large Size)",72,,
709,Dakahlia,Dikirnis,Markets,Local Cheese (1 kg),200,,
710,Dakahlia,Dikirnis,Markets,Chicken Fillets (1 kg),200,,
711,Dakahlia,Dikirnis,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),400,,
712,Dakahlia,Dikirnis,Markets,Apples (1 kg),80,,
713,Dakahlia,Dikirnis,Markets,Bananas (1 kg),30,,
714,Dakahlia,Dikirnis,Markets,Oranges (1 kg),30,,
715,Dakahlia,Dikirnis,Markets,Tomatoes (1 kg),30,,
716,Dakahlia,Dikirnis,Markets,Potatoes (1 kg),30,,
717,Dakahlia,Dikirnis,Markets,Onions (1 kg),30,,
718,Dakahlia,Dikirnis,Markets,Lettuce (1 Head),50,,
719,Dakahlia,Dikirnis,Markets,Bottled Water (1.5 Liter),10,,
720,Dakahlia,Dikirnis,Transportation,One-Way Ticket (Local Transport),20,,
721,Dakahlia,Dikirnis,Transportation,Taxi 1 Hour Waiting (Standard Tariff),300,,
722,Dakahlia,Dikirnis,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1000,,
723,Dakahlia,Dikirnis,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",300,,
724,Dakahlia,Dikirnis,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",600,,
725,Dakahlia,Dikirnis,Sports And Leisure,Monthly Fitness Club Membership,1000,,
726,Dakahlia,Dikirnis,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",2000,,
727,Dakahlia,Dikirnis,Childcare,"International Primary School, Annual Tuition per Child",22000,,
728,Dakahlia,Dikirnis,Rent Per Month,3 Bedroom Apartment in City Centre,5000,,
729,Dakahlia,Dikirnis,Salaries And Financing,Average Monthly Net Salary (After Tax),7000,,
730,Fayoum,Fayoum,Restaurants,Meal at an Inexpensive Restaurant,120,120,500
731,Fayoum,Fayoum,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,500,1500
732,Fayoum,Fayoum,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),250,180,350
733,Fayoum,Fayoum,Restaurants,Domestic Draft Beer (0.5 Liter),72.5,50,200
734,Fayoum,Fayoum,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,400
735,Fayoum,Fayoum,Restaurants,Cappuccino (Regular Size),62.5,30,120
736,Fayoum,Fayoum,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
737,Fayoum,Fayoum,Restaurants,Bottled Water (0.33 Liter),6.53,5,10
738,Fayoum,Fayoum,Markets,"Milk (Regular, 1 Liter)",37.5,30,50
739,Fayoum,Fayoum,Markets,Fresh White Bread (500 g Loaf),39.57,20,120
740,Fayoum,Fayoum,Markets,White Rice (1 kg),33.52,23,40
741,Fayoum,Fayoum,Markets,"Eggs (12, Large Size)",61.17,36,72
742,Fayoum,Fayoum,Markets,Local Cheese (1 kg),153.33,80,400
743,Fayoum,Fayoum,Markets,Chicken Fillets (1 kg),220.62,175,300
744,Fayoum,Fayoum,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),416.67,270,500
745,Fayoum,Fayoum,Markets,Apples (1 kg),72.11,25,160
746,Fayoum,Fayoum,Markets,Bananas (1 kg),33.82,20,50
747,Fayoum,Fayoum,Markets,Oranges (1 kg),22.69,10,60
748,Fayoum,Fayoum,Markets,Tomatoes (1 kg),17.04,10,49
749,Fayoum,Fayoum,Markets,Potatoes (1 kg),17.08,7,39
750,Fayoum,Fayoum,Markets,Onions (1 kg),18.57,10,30
751,Fayoum,Fayoum,Markets,Lettuce (1 Head),14,5,40
752,Fayoum,Fayoum,Markets,Bottled Water (1.5 Liter),10.12,8,12
753,Fayoum,Fayoum,Markets,Bottle of Wine (Mid-Range),300,120,600
754,Fayoum,Fayoum,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
755,Fayoum,Fayoum,Markets,Imported Beer (0.33 Liter Bottle),113.33,45,160
756,Fayoum,Fayoum,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
757,Fayoum,Fayoum,Transportation,One-Way Ticket (Local Transport),3,3,12
758,Fayoum,Fayoum,Transportation,Monthly Public Transport Pass (Regular Price),300,,
759,Fayoum,Fayoum,Transportation,Taxi Start (Standard Tariff),22.5,20,50
760,Fayoum,Fayoum,Transportation,Taxi 1 km (Standard Tariff),15,10,30
761,Fayoum,Fayoum,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,80
762,Fayoum,Fayoum,Transportation,Gasoline (1 Liter),17.5,13.5,24
763,Fayoum,Fayoum,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,3000000
764,Fayoum,Fayoum,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1506250,1200000,2000000
765,Fayoum,Fayoum,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1700
766,Fayoum,Fayoum,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",335.79,150,800
767,Fayoum,Fayoum,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",533.64,250,1700
768,Fayoum,Fayoum,Sports And Leisure,Monthly Fitness Club Membership,1266.67,300,2600
769,Fayoum,Fayoum,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",1300,,
770,Fayoum,Fayoum,Sports And Leisure,Cinema Ticket (International Release),120,100,150
771,Fayoum,Fayoum,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1300,1250,5000
772,Fayoum,Fayoum,Childcare,"International Primary School, Annual Tuition per Child",45000,30000,308505.74
773,Fayoum,Fayoum,Clothing And Shoes,Jeans (Levi's 501 or Similar),1503.57,600,3000
774,Fayoum,Fayoum,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,10000
775,Fayoum,Fayoum,Clothing And Shoes,Nike Running Shoes (Mid-Range),6545.45,3500,12000
776,Fayoum,Fayoum,Clothing And Shoes,Men's Leather Business Shoes,2366.67,600,5000
777,Fayoum,Fayoum,Rent Per Month,1 Bedroom Apartment in City Centre,9333.33,6500,15000
778,Fayoum,Fayoum,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4333.33,2500,8000
779,Fayoum,Fayoum,Rent Per Month,3 Bedroom Apartment in City Centre,16666.67,15000,20000
780,Fayoum,Fayoum,Rent Per Month,3 Bedroom Apartment Outside of City Centre,9333.33,8000,12000
781,Fayoum,Fayoum,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,21333.33,17000,30000
782,Fayoum,Fayoum,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,10666.67,8000,16000
783,Fayoum,Fayoum,Salaries And Financing,Average Monthly Net Salary (After Tax),3666.67,,
784,Fayoum,Fayoum,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",6,6,24
785,Gharbia,Mahalla,Restaurants,Meal at an Inexpensive Restaurant,200,120,500
786,Gharbia,Mahalla,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",750,500,1500
787,Gharbia,Mahalla,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),160,150,250
788,Gharbia,Mahalla,Restaurants,Domestic Draft Beer (0.5 Liter),70,60,110
789,Gharbia,Mahalla,Restaurants,Imported Beer (0.33 Liter Bottle),150,90,200
790,Gharbia,Mahalla,Restaurants,Cappuccino (Regular Size),64.12,30,120
791,Gharbia,Mahalla,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",16.38,15,20
792,Gharbia,Mahalla,Restaurants,Bottled Water (0.33 Liter),6,5,10
793,Gharbia,Mahalla,Markets,"Milk (Regular, 1 Liter)",43.93,35,55
794,Gharbia,Mahalla,Markets,Fresh White Bread (500 g Loaf),15.33,11,120
795,Gharbia,Mahalla,Markets,White Rice (1 kg),28.6,22,40
796,Gharbia,Mahalla,Markets,"Eggs (12, Large Size)",61.17,36,84
797,Gharbia,Mahalla,Markets,Local Cheese (1 kg),150,80,400
798,Gharbia,Mahalla,Markets,Chicken Fillets (1 kg),212,180,250
799,Gharbia,Mahalla,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),392.5,350,500
800,Gharbia,Mahalla,Markets,Apples (1 kg),72.11,25,150
801,Gharbia,Mahalla,Markets,Bananas (1 kg),33.82,25,57
802,Gharbia,Mahalla,Markets,Oranges (1 kg),22.69,10,35
803,Gharbia,Mahalla,Markets,Tomatoes (1 kg),17.04,10,25
804,Gharbia,Mahalla,Markets,Potatoes (1 kg),17.08,7,30
805,Gharbia,Mahalla,Markets,Onions (1 kg),18.57,10,30
806,Gharbia,Mahalla,Markets,Lettuce (1 Head),14,5,30
807,Gharbia,Mahalla,Markets,Bottled Water (1.5 Liter),10.12,8,12
808,Gharbia,Mahalla,Markets,Bottle of Wine (Mid-Range),300,150,500
809,Gharbia,Mahalla,Markets,Domestic Beer (0.5 Liter Bottle),66,60,90
810,Gharbia,Mahalla,Markets,Imported Beer (0.33 Liter Bottle),140,45,160
811,Gharbia,Mahalla,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
812,Gharbia,Mahalla,Transportation,Taxi Start (Standard Tariff),17.5,9,50
813,Gharbia,Mahalla,Transportation,Taxi 1 km (Standard Tariff),22.5,10,30
814,Gharbia,Mahalla,Transportation,Taxi 1 Hour Waiting (Standard Tariff),50,50,100
815,Gharbia,Mahalla,Transportation,Gasoline (1 Liter),19.03,15,24
816,Gharbia,Mahalla,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1500000,1800000
817,Gharbia,Mahalla,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1216666.67,1150000,1700000
818,Gharbia,Mahalla,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",669.6,470,1700
819,Gharbia,Mahalla,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",212,100,1000
820,Gharbia,Mahalla,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",444,250,2050
821,Gharbia,Mahalla,Sports And Leisure,Cinema Ticket (International Release),150,100,200
822,Gharbia,Mahalla,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",1666.67,1666.67,5000
823,Gharbia,Mahalla,Childcare,"International Primary School, Annual Tuition per Child",111363.64,70000,308661.93
824,Gharbia,Mahalla,Clothing And Shoes,Jeans (Levi's 501 or Similar),860,400,3000
825,Gharbia,Mahalla,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),2300,800,4000
826,Gharbia,Mahalla,Clothing And Shoes,Nike Running Shoes (Mid-Range),5375,3000,12000
827,Gharbia,Mahalla,Clothing And Shoes,Men's Leather Business Shoes,2877.78,700,9000
828,Gharbia,Mahalla,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,8,27
829,Cairo,Obour,Restaurants,Meal at an Inexpensive Restaurant,250,180,500
830,Cairo,Obour,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",1250,800,1700
831,Cairo,Obour,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),375,300,450
832,Cairo,Obour,Restaurants,Domestic Draft Beer (0.5 Liter),45,,
833,Cairo,Obour,Restaurants,Cappuccino (Regular Size),80,70,90
834,Cairo,Obour,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",15.33,9,20
835,Cairo,Obour,Restaurants,Bottled Water (0.33 Liter),7.67,6,10
836,Cairo,Obour,Markets,"Milk (Regular, 1 Liter)",51.5,48,55
837,Cairo,Obour,Markets,Fresh White Bread (500 g Loaf),20,,
838,Cairo,Obour,Markets,White Rice (1 kg),35,,
839,Cairo,Obour,Markets,"Eggs (12, Large Size)",68,64,72
840,Cairo,Obour,Markets,Local Cheese (1 kg),235.74,231.49,240
841,Cairo,Obour,Markets,Chicken Fillets (1 kg),220,190,250
842,Cairo,Obour,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),505,,
843,Cairo,Obour,Markets,Bottled Water (1.5 Liter),8,,
844,Cairo,Obour,Markets,"Cigarettes (Pack of 20, Marlboro)",112.5,105,120
845,Cairo,Obour,Transportation,Gasoline (1 Liter),20.62,19,22.25
846,Cairo,Obour,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),2000000,,
847,Cairo,Obour,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1800000,,
848,Cairo,Obour,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1888.89,,
849,Cairo,Obour,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",870,240,1500
850,Cairo,Obour,Childcare,"International Primary School, Annual Tuition per Child",120000,,
851,Cairo,Obour,Clothing And Shoes,Jeans (Levi's 501 or Similar),1500,,
852,Cairo,Obour,Clothing And Shoes,Nike Running Shoes (Mid-Range),3500,,
853,Giza,Giza,Restaurants,Meal at an Inexpensive Restaurant,200,100,300
854,Giza,Giza,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",700,500,3955.85
855,Giza,Giza,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),245,200,300
856,Giza,Giza,Restaurants,Domestic Draft Beer (0.5 Liter),77.5,50,150
857,Giza,Giza,Restaurants,Imported Beer (0.33 Liter Bottle),150,95,210
858,Giza,Giza,Restaurants,Cappuccino (Regular Size),68,30,150
859,Giza,Giza,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",19.56,15,30
860,Giza,Giza,Restaurants,Bottled Water (0.33 Liter),7.09,5,10
861,Giza,Giza,Markets,"Milk (Regular, 1 Liter)",46.33,30,67
862,Giza,Giza,Markets,Fresh White Bread (500 g Loaf),25,10,55
863,Giza,Giza,Markets,White Rice (1 kg),35.12,23,50
864,Giza,Giza,Markets,"Eggs (12, Large Size)",73.78,60,84
865,Giza,Giza,Markets,Local Cheese (1 kg),135,50,200
866,Giza,Giza,Markets,Chicken Fillets (1 kg),207.12,170,249
867,Giza,Giza,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),410.83,350,495
868,Giza,Giza,Markets,Apples (1 kg),80,30,100
869,Giza,Giza,Markets,Bananas (1 kg),31.25,25,50
870,Giza,Giza,Markets,Oranges (1 kg),21.67,10,30
871,Giza,Giza,Markets,Tomatoes (1 kg),17.67,5,40
872,Giza,Giza,Markets,Potatoes (1 kg),24,10,35
873,Giza,Giza,Markets,Onions (1 kg),25,15,30
874,Giza,Giza,Markets,Lettuce (1 Head),12.4,5,24
875,Giza,Giza,Markets,Bottled Water (1.5 Liter),10,7,15
876,Giza,Giza,Markets,Bottle of Wine (Mid-Range),225,200,250
877,Giza,Giza,Markets,Domestic Beer (0.5 Liter Bottle),72.5,55,90
878,Giza,Giza,Markets,Imported Beer (0.33 Liter Bottle),85,,
879,Giza,Giza,Markets,"Cigarettes (Pack of 20, Marlboro)",100,80,150
880,Giza,Giza,Transportation,One-Way Ticket (Local Transport),15,10,20
881,Giza,Giza,Transportation,Monthly Public Transport Pass (Regular Price),101,,
882,Giza,Giza,Transportation,Taxi Start (Standard Tariff),15,15,50
883,Giza,Giza,Transportation,Taxi 1 km (Standard Tariff),16,6,20
884,Giza,Giza,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,,
885,Giza,Giza,Transportation,Gasoline (1 Liter),18.54,13,24
886,Giza,Giza,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
887,Giza,Giza,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1441666.67,1300000,1700000
888,Giza,Giza,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",936.55,578,1342.11
889,Giza,Giza,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",403.33,300,500
890,Giza,Giza,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",1000,700,2000
891,Giza,Giza,Sports And Leisure,Monthly Fitness Club Membership,891.67,500,1250
892,Giza,Giza,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",366.67,300,400
893,Giza,Giza,Sports And Leisure,Cinema Ticket (International Release),250,150,350
894,Giza,Giza,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",4833.33,3000,6000
895,Giza,Giza,Childcare,"International Primary School, Annual Tuition per Child",123750,95000,150000
896,Giza,Giza,Clothing And Shoes,Jeans (Levi's 501 or Similar),866.67,300,1000
897,Giza,Giza,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),3125,1500,5000
898,Giza,Giza,Clothing And Shoes,Nike Running Shoes (Mid-Range),4250,2500,15000
899,Giza,Giza,Clothing And Shoes,Men's Leather Business Shoes,2575,1000,5000
900,Giza,Giza,Rent Per Month,1 Bedroom Apartment in City Centre,7375,5000,15000
901,Giza,Giza,Rent Per Month,1 Bedroom Apartment Outside of City Centre,4700,3800,8000
902,Giza,Giza,Rent Per Month,3 Bedroom Apartment in City Centre,18700,9500,35000
903,Giza,Giza,Rent Per Month,3 Bedroom Apartment Outside of City Centre,8000,6000,10000
904,Giza,Giza,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,41250,30000,60000
905,Giza,Giza,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,62500,15000,200000
906,Giza,Giza,Salaries And Financing,Average Monthly Net Salary (After Tax),6625,,
907,Giza,Giza,Salaries And Financing,"Annual Mortgage Interest Rate (20-Year Fixed, in %)",20,15,25
908,Red Sea,Hurghada,Restaurants,Meal at an Inexpensive Restaurant,205,125,311.01
909,Red Sea,Hurghada,Restaurants,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",2000,1000,4354.12
910,Red Sea,Hurghada,Restaurants,Combo Meal at McDonald's (or Equivalent Fast-Food Meal),300,300,435.41
911,Red Sea,Hurghada,Restaurants,Domestic Draft Beer (0.5 Liter),112.2,60,186.61
912,Red Sea,Hurghada,Restaurants,Imported Beer (0.33 Liter Bottle),165.8,90,186.61
913,Red Sea,Hurghada,Restaurants,Cappuccino (Regular Size),98.94,15,200
914,Red Sea,Hurghada,Restaurants,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",26.53,15,62.2
915,Red Sea,Hurghada,Restaurants,Bottled Water (0.33 Liter),8.74,5,15
916,Red Sea,Hurghada,Markets,"Milk (Regular, 1 Liter)",50.19,46,52.74
917,Red Sea,Hurghada,Markets,Fresh White Bread (500 g Loaf),31.22,10,60.66
918,Red Sea,Hurghada,Markets,White Rice (1 kg),33.25,23,100
919,Red Sea,Hurghada,Markets,"Eggs (12, Large Size)",100.37,64,144
920,Red Sea,Hurghada,Markets,Local Cheese (1 kg),155.2,50,400
921,Red Sea,Hurghada,Markets,Chicken Fillets (1 kg),300.37,190,400
922,Red Sea,Hurghada,Markets,Beef Round or Equivalent Back Leg Red Meat (1 kg),506.86,480,527.45
923,Red Sea,Hurghada,Markets,Apples (1 kg),76.33,52.74,86
924,Red Sea,Hurghada,Markets,Bananas (1 kg),26.46,20,30
925,Red Sea,Hurghada,Markets,Oranges (1 kg),22.33,15.82,25
926,Red Sea,Hurghada,Markets,Tomatoes (1 kg),21.25,13,42.2
927,Red Sea,Hurghada,Markets,Potatoes (1 kg),18.75,9,30
928,Red Sea,Hurghada,Markets,Onions (1 kg),20.2,9,42.2
929,Red Sea,Hurghada,Markets,Lettuce (1 Head),14.71,10,15.82
930,Red Sea,Hurghada,Markets,Bottled Water (1.5 Liter),9.25,6,10.55
931,Red Sea,Hurghada,Markets,Bottle of Wine (Mid-Range),388.72,250,527.45
932,Red Sea,Hurghada,Markets,Domestic Beer (0.5 Liter Bottle),64.73,40,94.19
933,Red Sea,Hurghada,Markets,Imported Beer (0.33 Liter Bottle),92.97,65.93,120
934,Red Sea,Hurghada,Markets,"Cigarettes (Pack of 20, Marlboro)",115,85,130
935,Red Sea,Hurghada,Transportation,One-Way Ticket (Local Transport),9,5,50
936,Red Sea,Hurghada,Transportation,Monthly Public Transport Pass (Regular Price),300,,
937,Red Sea,Hurghada,Transportation,Taxi Start (Standard Tariff),50,,
938,Red Sea,Hurghada,Transportation,Taxi 1 km (Standard Tariff),10.25,10,10.5
939,Red Sea,Hurghada,Transportation,Taxi 1 Hour Waiting (Standard Tariff),100,,
940,Red Sea,Hurghada,Transportation,Gasoline (1 Liter),20.31,17,24
941,Red Sea,Hurghada,Transportation,Volkswagen Golf 1.5 (or Equivalent New Compact Car),1690000,1690000,1690000
942,Red Sea,Hurghada,Transportation,Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),1150000,1150000,1150000
943,Red Sea,Hurghada,Utilities (Monthly),"Basic Utilities for 85 m2 Apartment (Electricity, Heating, Cooling, Water, Garbage)",1202.02,566.67,2445.44
944,Red Sea,Hurghada,Utilities (Monthly),"Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)",414.36,100,527.45
945,Red Sea,Hurghada,Utilities (Monthly),"Broadband Internet (Unlimited Data, 60 Mbps or Higher)",492.23,310,1100
946,Red Sea,Hurghada,Sports And Leisure,Monthly Fitness Club Membership,1423.03,1000,1846.06
947,Red Sea,Hurghada,Sports And Leisure,"Tennis Court Rental (1 Hour, Weekend)",330.5,311.01,350
948,Red Sea,Hurghada,Sports And Leisure,Cinema Ticket (International Release),180.49,150,210.98
949,Red Sea,Hurghada,Childcare,"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child",5274.47,,
950,Red Sea,Hurghada,Childcare,"International Primary School, Annual Tuition per Child",31646.81,,
951,Red Sea,Hurghada,Clothing And Shoes,Jeans (Levi's 501 or Similar),1074.01,622.02,1700
952,Red Sea,Hurghada,Clothing And Shoes,Summer Dress in a Chain Store (e.g. Zara or H&M),1750,1000,2500
953,Red Sea,Hurghada,Clothing And Shoes,Men's Leather Business Shoes,1500,,
